San Marino;ABBYY Europe GmbH;Tel.: +49 89 511159-0 ;Fax: +49 89 5111 5959
Saudi Arabia;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663
Senegal;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663
Serbia & Montenegro (Yugoslavia);MFC Mikrokommerc;Tel.: +381 11 3972440;Fax: +381 11 3095233
Seychelles;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663
Sierra Leone;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663
Singapore;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663
Slovakia;Nupseso, a.s.;Tel.: +421 37 6542434;Fax: +421 37 6542381
Slovenia;Gambit trade d.o.o.;Tel.: +386 01 4376333;Fax: +386 01 4374485
Solomon Islands;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663
Somalia;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663
South Africa;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663
Spain;ABBYY Europe GmbH;Tel.: 901810772;Fax: 901810773
Sri Lanka;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Sudan;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Suriname;ABBYY USA;Tel.: +1 510 226 6717;;Phone activation is only available: between 9 am and 6 pm Pacific Standard Time Monday to Friday.
Svalbard;ABBYY Europe GmbH;Tel.: +49 89 511159-0 ;Fax: +49 89 5111 5959;
Swaziland;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Sweden;ABBYY Europe GmbH;Tel.: 0771233330;Fax: 0771725590;
Switzerland;ABBYY Europe GmbH;Tel.: 844000008;Fax: 844000009;
Syria;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Taiwan;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Tajikistan;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Tanzania;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Thailand;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Togo;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Tokelau;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Tonga;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Trinidad & Tobago;ABBYY USA;Tel.: +1 510 226 6717;;Phone activation is only available: between 9 am and 6 pm Pacific Standard Time Monday to Friday.
Tunisia;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Turkey;KETS LTD. CO.;Tel.: +90 212 232 5666;Fax: +90 212 2401828;
Turkmenistan;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Turks & Caicos Islands;ABBYY USA;Tel.: +1 510 226 6717;;Phone activation is only available: between 9 am and 6 pm Pacific Standard Time Monday to Friday.
Tuvalu;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Uganda;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Ukraine;ABBYY Ukraine;Tel.: +38 044 490 94 63;Fax: +38 044 4909461;
United Arab Emirates;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
United Kingdom;ABBYY Europe GmbH;Tel.: 08706000231;Fax: 08706000232;
Uruguay;ABBYY USA;Tel.: +1 510 226 6717;;Phone activation is only available: between 9 am and 6 pm Pacific Standard Time Monday to Friday.
USA;ABBYY USA;Tel.: +1 510 226 6717;;Phone activation is only available: between 9 am and 6 pm Pacific Standard Time Monday to Friday.
Uzbekistan;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Vanuatu;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Vatican City (Citta del Vaticano);ABBYY Europe GmbH;Tel.: +49 89 511159-0 ;Fax: +49 89 5111 5959;
Venezuela;ABBYY USA;Tel.: +1 510 226 6717;;Phone activation is only available: between 9 am and 6 pm Pacific Standard Time Monday to Friday.
Vietnam;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Virgin Islands;ABBYY USA;Tel.: +1 510 226 6717;;Phone activation is only available: between 9 am and 6 pm Pacific Standard Time Monday to Friday.
Wallis and Futuna;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Western Sahara;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Western Samoa;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Yemen;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Zambia;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Zimbabwe;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
Other...;ABBYY Russia;For details about the activation procedure, please contact the distributor from which you purchased the software. Should you have any questions, please contact the nearest ABBYY office: ABBYY Russia, Tel.: +7 095 783 3700 ;Fax: +7 095 783 2663;
